IndexCode,Monat,Wert
LKI_1938,1949-06,432.2
LKI_1938,1949-07,432.5
LKI_1938,1949-08,428.2
LKI_1938,1949-09,438.3
LKI_1938,1949-10,443.0
LKI_1938,1949-11,460.7
LKI_1938,1949-12,475.8
LKI_1938,1950-01,472.0
LKI_1938,1950-02,459.3
LKI_1938,1950-03,452.6
LKI_1938,1950-04,445.4
LKI_1938,1950-05,439.8
LKI_1938,1950-06,454.0
LKI_1938,1950-07,455.1
LKI_1938,1950-08,447.0
LKI_1938,1950-09,459.8
LKI_1938,1950-10,491.0
LKI_1938,1950-11,499.9
LKI_1938,1950-12,508.3
LKI_1938,1951-01,519.4
LKI_1938,1951-02,522.0
LKI_1938,1951-03,538.6
LKI_1938,1951-04,530.8
LKI_1938,1951-05,532.8
LKI_1938,1951-06,555.4
LKI_1938,1951-07,608.5
LKI_1938,1951-08,637.4
LKI_1938,1951-09,638.5
LKI_1938,1951-10,666.7
LKI_1938,1951-11,680.4
LKI_1938,1951-12,706.8
LKI_1938,1952-01,708.2
LKI_1938,1952-02,706.1
LKI_1938,1952-03,698.1
LKI_1938,1952-04,684.9
LKI_1938,1952-05,686.7
LKI_1938,1952-06,711.0
LKI_1938,1952-07,694.3
LKI_1938,1952-08,687.5
LKI_1938,1952-09,691.6
LKI_1938,1952-10,694.2
LKI_1938,1952-11,692.3
LKI_1938,1952-12,699.9
LKI_1938,1953-01,692.0
LKI_1938,1953-02,688.4
LKI_1938,1953-03,672.6
LKI_1938,1953-04,632.6
LKI_1938,1953-05,630.5
LKI_1938,1953-06,648.2
LKI_1938,1953-07,639.7
LKI_1938,1953-08,651.4
LKI_1938,1953-09,652.9
LKI_1938,1953-10,661.7
LKI_1938,1953-11,663.7
LKI_1938,1953-12,667.0
LKI_1938,1954-01,693.4
LKI_1938,1954-02,694.1
LKI_1938,1954-03,685.6
LKI_1938,1954-04,689.4
LKI_1938,1954-05,678.9
LKI_1938,1954-06,676.5
LKI_1938,1954-07,676.4
LKI_1938,1954-08,674.5
LKI_1938,1954-09,668.8
LKI_1938,1954-10,682.2
LKI_1938,1954-11,684.0
LKI_1938,1954-12,686.8
LKI_1938,1955-01,697.2
LKI_1938,1955-02,694.7
LKI_1938,1955-03,688.9
LKI_1938,1955-04,678.7
LKI_1938,1955-05,663.1
LKI_1938,1955-06,679.1
LKI_1938,1955-07,687.9
LKI_1938,1955-08,687.8
LKI_1938,1955-09,687.1
LKI_1938,1955-10,689.3
LKI_1938,1955-11,695.5
LKI_1938,1955-12,705.2
LKI_1938,1956-01,706.6
LKI_1938,1956-02,728.9
LKI_1938,1956-03,734.6
LKI_1938,1956-04,708.4
LKI_1938,1956-05,684.8
LKI_1938,1956-06,705.5
LKI_1938,1956-07,707.0
LKI_1938,1956-08,706.9
LKI_1938,1956-09,700.9
LKI_1938,1956-10,711.4
LKI_1938,1956-11,722.5
LKI_1938,1956-12,725.6
LKI_1938,1957-01,743.4
LKI_1938,1957-02,737.7
LKI_1938,1957-03,726.9
LKI_1938,1957-04,709.5
LKI_1938,1957-05,701.7
LKI_1938,1957-06,709.9
LKI_1938,1957-07,730.5
LKI_1938,1957-08,733.7
LKI_1938,1957-09,732.5
LKI_1938,1957-10,732.2
LKI_1938,1957-11,731.1
LKI_1938,1957-12,742.4
LKI_1938,1958-01,751.3
LKI_1938,1958-02,758.5
LKI_1938,1958-03,764.3
LKI_1938,1958-04,749.0
LKI_1938,1958-05,732.3
LKI_1938,1958-06,756.3
LKI_1938,1958-07,738.2
LKI_1938,1958-08,729.0
LKI_1938,1958-09,735.4
LKI_1938,1958-10,728.5
LKI_1938,1958-11,734.5
LKI_1938,1958-12,754.5
LKI_1938,1959-01,757.5
LKI_1938,1959-02,764.7
LKI_1938,1959-03,737.3
LKI_1938,1959-04,742.5
LKI_1938,1959-05,749.2
LKI_1938,1959-06,772.3
LKI_1938,1959-07,764.8
LKI_1938,1959-08,755.9
LKI_1938,1959-09,753.7
LKI_1938,1959-10,753.7
LKI_1938,1959-11,762.6
LKI_1938,1959-12,760.4
LKI_1938,1960-01,759.6
LKI_1938,1960-02,760.4
LKI_1938,1960-03,762.6
LKI_1938,1960-04,766.3
LKI_1938,1960-05,773.0
LKI_1938,1960-06,780.5
LKI_1938,1960-07,779.0
LKI_1938,1960-08,773.8
LKI_1938,1960-09,764.1
LKI_1938,1960-10,760.4
LKI_1938,1960-11,762.6
LKI_1938,1960-12,762.6
LKI_1938,1961-01,772.3
LKI_1938,1961-02,775.2
LKI_1938,1961-03,776.7
LKI_1938,1961-04,780.5
LKI_1938,1961-05,785.7
LKI_1938,1961-06,806.5
LKI_1938,1961-07,804.3
LKI_1938,1961-08,799.1
LKI_1938,1961-09,794.6
LKI_1938,1961-10,795.3
LKI_1938,1961-11,803.5
LKI_1938,1961-12,804.3
LKI_1938,1962-01,811.7
LKI_1938,1962-02,813.2
LKI_1938,1962-03,819.1
LKI_1938,1962-04,831.0
LKI_1938,1962-05,841.5
LKI_1938,1962-06,863.0
LKI_1938,1962-07,846.7
LKI_1938,1962-08,830.3
LKI_1938,1962-09,830.3
LKI_1938,1962-10,823.6
LKI_1938,1962-11,823.6
LKI_1938,1962-12,825.1
LKI_1938,1963-01,833.3
LKI_1938,1963-02,845.2
LKI_1938,1963-03,848.9
LKI_1938,1963-04,851.1
LKI_1938,1963-05,857.8
LKI_1938,1963-06,875.7
LKI_1938,1963-07,861.6
LKI_1938,1963-08,844.4
LKI_1938,1963-09,854.9
LKI_1938,1963-10,848.9
LKI_1938,1963-11,859.3
LKI_1938,1963-12,861.6
LKI_1938,1964-01,870.5
LKI_1938,1964-02,872.0
LKI_1938,1964-03,871.2
LKI_1938,1964-04,876.4
LKI_1938,1964-05,884.6
LKI_1938,1964-06,904.0
LKI_1938,1964-07,908.4
LKI_1938,1964-08,889.8
LKI_1938,1964-09,887.6
LKI_1938,1964-10,886.1
LKI_1938,1964-11,892.1
LKI_1938,1964-12,892.1
LKI_1938,1965-01,895.8
LKI_1938,1965-02,894.3
LKI_1938,1965-03,900.2
LKI_1938,1965-04,906.2
LKI_1938,1965-05,933.7
LKI_1938,1965-06,992.5
LKI_1938,1965-07,965.0
LKI_1938,1965-08,948.6
LKI_1938,1965-09,941.2
LKI_1938,1965-10,931.5
LKI_1938,1965-11,941.9
LKI_1938,1965-12,949.3
LKI_1938,1966-01,944.1
LKI_1938,1966-02,937.4
LKI_1938,1966-03,938.2
LKI_1938,1966-04,950.1
LKI_1938,1966-05,950.1
LKI_1938,1966-06,974.6
LKI_1938,1966-07,956.8
LKI_1938,1966-08,945.6
LKI_1938,1966-09,946.4
LKI_1938,1966-10,947.9
LKI_1938,1966-11,959.0
LKI_1938,1966-12,961.2
LKI_1938,1967-01,982.4
LKI_1938,1967-02,981.4
LKI_1938,1967-03,978.6
LKI_1938,1967-04,979.5
LKI_1938,1967-05,984.3
LKI_1938,1967-06,982.4
LKI_1938,1967-07,989.0
LKI_1938,1967-08,990.9
LKI_1938,1967-09,997.6
LKI_1938,1967-10,999.5
LKI_1938,1967-11,999.5
LKI_1938,1967-12,1001.4
LKI_1938,1968-01,1002.4
LKI_1938,1968-02,1005.2
LKI_1938,1968-03,1009.0
LKI_1938,1968-04,1009.0
LKI_1938,1968-05,1006.2
LKI_1938,1968-06,1012.8
LKI_1938,1968-07,1015.7
LKI_1938,1968-08,1020.4
LKI_1938,1968-09,1021.4
LKI_1938,1968-10,1029.9
LKI_1938,1968-11,1030.9
LKI_1938,1968-12,1031.8
LKI_1938,1969-01,1035.6
LKI_1938,1969-02,1035.6
LKI_1938,1969-03,1035.6
LKI_1938,1969-04,1039.4
LKI_1938,1969-05,1039.4
LKI_1938,1969-06,1046.1
LKI_1938,1969-07,1052.8
LKI_1938,1969-08,1051.8
LKI_1938,1969-09,1051.8
LKI_1938,1969-10,1055.6
LKI_1938,1969-11,1059.4
LKI_1938,1969-12,1067.0
LKI_1938,1970-01,1075.6
LKI_1938,1970-02,1074.6
LKI_1938,1970-03,1075.6
LKI_1938,1970-04,1078.4
LKI_1938,1970-05,1083.2
LKI_1938,1970-06,1094.6
LKI_1938,1970-07,1101.3
LKI_1938,1970-08,1100.3
LKI_1938,1970-09,1102.2
LKI_1938,1970-10,1107.0
LKI_1938,1970-11,1110.8
LKI_1938,1970-12,1116.5
LKI_1938,1971-01,1120.3
LKI_1938,1971-02,1122.2
LKI_1938,1971-03,1123.1
LKI_1938,1971-04,1129.8
LKI_1938,1971-05,1128.8
LKI_1938,1971-06,1141.2
LKI_1938,1971-07,1149.8
LKI_1938,1971-08,1157.4
LKI_1938,1971-09,1161.2
LKI_1938,1971-10,1165.9
LKI_1938,1971-11,1166.9
LKI_1938,1971-12,1170.7
LKI_1938,1972-01,1180.2
LKI_1938,1972-02,1185.9
LKI_1938,1972-03,1192.6
LKI_1938,1972-04,1193.5
LKI_1938,1972-05,1196.4
LKI_1938,1972-06,1215.4
LKI_1938,1972-07,1220.1
LKI_1938,1972-08,1229.6
LKI_1938,1972-09,1235.3
LKI_1938,1972-10,1247.7
LKI_1938,1972-11,1253.4
LKI_1938,1972-12,1260.1
LKI_1938,1973-01,1275.3
LKI_1938,1973-02,1281.0
LKI_1938,1973-03,1283.9
LKI_1938,1973-04,1288.6
LKI_1938,1973-05,1293.4
LKI_1938,1973-06,1302.9
LKI_1938,1973-07,1306.7
LKI_1938,1973-08,1315.2
LKI_1938,1973-09,1316.2
LKI_1938,1973-10,1335.2
LKI_1938,1973-11,1353.3
LKI_1938,1973-12,1359.0
LKI_1938,1974-01,1379.0
LKI_1938,1974-02,1388.5
LKI_1938,1974-03,1398.9
LKI_1938,1974-04,1414.1
LKI_1938,1974-05,1417.9
LKI_1938,1974-06,1436.0
LKI_1938,1974-07,1437.9
LKI_1938,1974-08,1445.5
LKI_1938,1974-09,1449.3
LKI_1938,1974-10,1468.3
LKI_1938,1974-11,1480.7
LKI_1938,1974-12,1490.2
LKI_1938,1975-01,1506.4
LKI_1938,1975-02,1521.6
LKI_1938,1975-03,1528.3
LKI_1938,1975-04,1535.9
LKI_1938,1975-05,1539.7
LKI_1938,1975-06,1555.8
LKI_1938,1975-07,1566.3
LKI_1938,1975-08,1573.0
LKI_1938,1975-09,1575.8
LKI_1938,1975-10,1581.5
LKI_1938,1975-11,1584.4
LKI_1938,1975-12,1591.0
LKI_1938,1976-01,1615.7
LKI_1938,1976-02,1632.9
LKI_1938,1976-03,1647.1
LKI_1938,1976-04,1654.7
LKI_1938,1976-05,1654.7
LKI_1938,1976-06,1671.9
LKI_1938,1976-07,1670.0
LKI_1938,1976-08,1689.9
LKI_1938,1976-09,1689.0
LKI_1938,1976-10,1695.6
LKI_1938,1976-11,1697.5
LKI_1938,1976-12,1706.1
LKI_1938,1977-01,1727.2
LKI_1938,1977-02,1737.2
LKI_1938,1977-03,1742.2
LKI_1938,1977-04,1745.6
LKI_1938,1977-05,1750.6
LKI_1938,1977-06,1767.3
LKI_1938,1977-07,1773.9
LKI_1938,1977-08,1775.6
LKI_1938,1977-09,1772.3
LKI_1938,1977-10,1780.6
LKI_1938,1977-11,1772.3
LKI_1938,1977-12,1777.3
LKI_1938,1978-01,1795.6
LKI_1938,1978-02,1804.0
LKI_1938,1978-03,1809.0
LKI_1938,1978-04,1814.0
LKI_1938,1978-05,1817.3
LKI_1938,1978-06,1824.0
LKI_1938,1978-07,1827.3
LKI_1938,1978-08,1839.0
LKI_1938,1978-09,1832.3
LKI_1938,1978-10,1835.7
LKI_1938,1978-11,1837.3
LKI_1938,1978-12,1842.4
LKI_1938,1979-01,1859.0
LKI_1938,1979-02,1869.1
LKI_1938,1979-03,1872.4
LKI_1938,1979-04,1874.1
LKI_1938,1979-05,1874.1
LKI_1938,1979-06,1882.4
LKI_1938,1979-07,1899.1
LKI_1938,1979-08,1899.1
LKI_1938,1979-09,1900.8
LKI_1938,1979-10,1910.8
LKI_1938,1979-11,1919.1
LKI_1938,1979-12,1929.1
LKI_1938,1980-01,1952.5
LKI_1938,1980-02,1969.2
LKI_1938,1980-03,1975.9
LKI_1938,1980-04,1984.2
LKI_1938,1980-05,1994.2
LKI_1938,1980-06,2015.9
LKI_1938,1980-07,2024.3
LKI_1938,1980-08,2037.6
LKI_1938,1980-09,2032.6
LKI_1938,1980-10,2039.3
LKI_1938,1980-11,2040.9
LKI_1938,1980-12,2057.6
LKI_1938,1981-01,2089.3
LKI_1938,1981-02,2101.0
LKI_1938,1981-03,2117.7
LKI_1938,1981-04,2131.1
LKI_1938,1981-05,2129.4
LKI_1938,1981-06,2142.7
LKI_1938,1981-07,2156.1
LKI_1938,1981-08,2167.8
LKI_1938,1981-09,2172.8
LKI_1938,1981-10,2186.1
LKI_1938,1981-11,2182.8
LKI_1938,1981-12,2189.5
LKI_1938,1982-01,2217.8
LKI_1938,1982-02,2226.2
LKI_1938,1982-03,2244.5
LKI_1938,1982-04,2254.5
LKI_1938,1982-05,2257.9
LKI_1938,1982-06,2269.6
LKI_1938,1982-07,2274.6
LKI_1938,1982-08,2277.9
LKI_1938,1982-09,2279.6
LKI_1938,1982-10,2286.3
LKI_1938,1982-11,2286.3
LKI_1938,1982-12,2292.9
LKI_1938,1983-01,2308.0
LKI_1938,1983-02,2318.0
LKI_1938,1983-03,2323.0
LKI_1938,1983-04,2321.3
LKI_1938,1983-05,2314.6
LKI_1938,1983-06,2326.3
LKI_1938,1983-07,2338.0
LKI_1938,1983-08,2351.3
LKI_1938,1983-09,2354.7
LKI_1938,1983-10,2368.0
LKI_1938,1983-11,2371.4
LKI_1938,1983-12,2379.7
LKI_1938,1984-01,2438.1
LKI_1938,1984-02,2449.8
LKI_1938,1984-03,2458.1
LKI_1938,1984-04,2458.1
LKI_1938,1984-05,2451.5
LKI_1938,1984-06,2473.2
LKI_1938,1984-07,2468.2
LKI_1938,1984-08,2491.5
LKI_1938,1984-09,2486.5
LKI_1938,1984-10,2491.5
LKI_1938,1984-11,2498.2
LKI_1938,1984-12,2499.9
LKI_1938,1985-01,2519.9
LKI_1938,1985-02,2533.2
LKI_1938,1985-03,2546.6
LKI_1938,1985-04,2551.6
LKI_1938,1985-05,2544.9
LKI_1938,1985-06,2553.3
LKI_1938,1985-07,2554.9
LKI_1938,1985-08,2556.6
LKI_1938,1985-09,2558.3
LKI_1938,1985-10,2558.3
LKI_1938,1985-11,2563.3
LKI_1938,1985-12,2570.0
LKI_1938,1986-01,2593.3
LKI_1938,1986-02,2596.7
LKI_1938,1986-03,2591.6
LKI_1938,1986-04,2586.6
LKI_1938,1986-05,2583.3
LKI_1938,1986-06,2591.6
LKI_1938,1986-07,2593.3
LKI_1938,1986-08,2600.0
LKI_1938,1986-09,2601.7
LKI_1938,1986-10,2600.0
LKI_1938,1986-11,2595.0
LKI_1938,1986-12,2598.3
LKI_1938,1987-01,2602.1
LKI_1938,1987-02,2599.5
LKI_1938,1987-03,2604.7
LKI_1938,1987-04,2609.9
LKI_1938,1987-05,2617.6
LKI_1938,1987-06,2641.0
LKI_1938,1987-07,2654.0
LKI_1938,1987-08,2666.9
LKI_1938,1987-09,2651.4
LKI_1938,1987-10,2646.2
LKI_1938,1987-11,2638.4
LKI_1938,1987-12,2641.0
LKI_1938,1988-01,2651.4
LKI_1938,1988-02,2656.6
LKI_1938,1988-03,2664.3
LKI_1938,1988-04,2666.9
LKI_1938,1988-05,2661.8
LKI_1938,1988-06,2677.3
LKI_1938,1988-07,2708.4
LKI_1938,1988-08,2716.2
LKI_1938,1988-09,2700.7
LKI_1938,1988-10,2692.9
LKI_1938,1988-11,2690.3
LKI_1938,1988-12,2690.3
LKI_1938,1989-01,2708.4
LKI_1938,1989-02,2721.4
LKI_1938,1989-03,2724.0
LKI_1938,1989-04,2731.8
LKI_1938,1989-05,2737.0
LKI_1938,1989-06,2744.8
LKI_1938,1989-07,2778.5
LKI_1938,1989-08,2788.9
LKI_1938,1989-09,2768.1
LKI_1938,1989-10,2768.1
LKI_1938,1989-11,2762.9
LKI_1938,1989-12,2768.1
LKI_1938,1990-01,2786.3
LKI_1938,1990-02,2807.0
LKI_1938,1990-03,2809.6
LKI_1938,1990-04,2817.4
LKI_1938,1990-05,2820.0
LKI_1938,1990-06,2825.2
LKI_1938,1990-07,2861.5
LKI_1938,1990-08,2877.1
LKI_1938,1990-09,2871.9
LKI_1938,1990-10,2874.5
LKI_1938,1990-11,2864.1
LKI_1938,1990-12,2864.1
LKI_1938,1991-01,2879.7
LKI_1938,1991-02,2900.4
LKI_1938,1991-03,2908.2
LKI_1938,1991-04,2910.8
LKI_1938,1991-05,2913.4
LKI_1938,1991-06,2931.6
LKI_1938,1991-07,2965.3
LKI_1938,1991-08,2983.4
LKI_1938,1991-09,2962.7
LKI_1938,1991-10,2952.3
LKI_1938,1991-11,2957.5
LKI_1938,1991-12,2952.3
LKI_1938,1992-01,2991.2
LKI_1938,1992-02,3019.8
LKI_1938,1992-03,3027.5
LKI_1938,1992-04,3027.5
LKI_1938,1992-05,3037.9
LKI_1938,1992-06,3048.3
LKI_1938,1992-07,3084.6
LKI_1938,1992-08,3097.6
LKI_1938,1992-09,3076.8
LKI_1938,1992-10,3071.7
LKI_1938,1992-11,3074.2
LKI_1938,1992-12,3076.8
LKI_1938,1993-01,3113.2
LKI_1938,1993-02,3131.3
LKI_1938,1993-03,3144.3
LKI_1938,1993-04,3144.3
LKI_1938,1993-05,3149.5
LKI_1938,1993-06,3157.3
LKI_1938,1993-07,3193.6
LKI_1938,1993-08,3204.0
LKI_1938,1993-09,3180.6
LKI_1938,1993-10,3178.0
LKI_1938,1993-11,3180.6
LKI_1938,1993-12,3185.8
LKI_1938,1994-01,3209.1
LKI_1938,1994-02,3229.9
LKI_1938,1994-03,3240.3
LKI_1938,1994-04,3237.7
LKI_1938,1994-05,3242.9
LKI_1938,1994-06,3248.1
LKI_1938,1994-07,3284.4
LKI_1938,1994-08,3305.1
LKI_1938,1994-09,3279.2
LKI_1938,1994-10,3271.4
LKI_1938,1994-11,3268.8
LKI_1938,1994-12,3268.8
LKI_1938,1995-01,3292.2
LKI_1938,1995-02,3307.7
LKI_1938,1995-03,3318.1
LKI_1938,1995-04,3320.7
LKI_1938,1995-05,3320.7
LKI_1938,1995-06,3333.7
LKI_1938,1995-07,3357.0
LKI_1938,1995-08,3375.2
LKI_1938,1995-09,3344.1
LKI_1938,1995-10,3333.7
LKI_1938,1995-11,3331.1
LKI_1938,1995-12,3328.5
LKI_1938,1996-01,3346.6
LKI_1938,1996-02,3362.2
LKI_1938,1996-03,3377.8
LKI_1938,1996-04,3375.2
LKI_1938,1996-05,3370.0
LKI_1938,1996-06,3388.2
LKI_1938,1996-07,3419.3
LKI_1938,1996-08,3437.4
LKI_1938,1996-09,3411.5
LKI_1938,1996-10,3403.7
LKI_1938,1996-11,3406.3
LKI_1938,1996-12,3406.3
LKI_1938,1997-01,3415.7
LKI_1938,1997-02,3429.3
LKI_1938,1997-03,3432.7
LKI_1938,1997-04,3432.7
LKI_1938,1997-05,3436.1
LKI_1938,1997-06,3436.1
LKI_1938,1997-07,3436.1
LKI_1938,1997-08,3436.1
LKI_1938,1997-09,3436.1
LKI_1938,1997-10,3446.3
LKI_1938,1997-11,3446.3
LKI_1938,1997-12,3453.1
LKI_1938,1998-01,3456.4
LKI_1938,1998-02,3463.2
LKI_1938,1998-03,3466.6
LKI_1938,1998-04,3473.4
LKI_1938,1998-05,3470.0
LKI_1938,1998-06,3466.6
LKI_1938,1998-07,3466.6
LKI_1938,1998-08,3466.6
LKI_1938,1998-09,3466.6
LKI_1938,1998-10,3470.0
LKI_1938,1998-11,3473.4
LKI_1938,1998-12,3476.8
LKI_1938,1999-01,3473.4
LKI_1938,1999-02,3480.2
LKI_1938,1999-03,3480.2
LKI_1938,1999-04,3480.2
LKI_1938,1999-05,3487.0
LKI_1938,1999-06,3480.2
LKI_1938,1999-07,3480.2
LKI_1938,1999-08,3483.6
LKI_1938,1999-09,3483.6
LKI_1938,1999-10,3497.2
LKI_1938,1999-11,3500.5
LKI_1938,1999-12,3524.3
LKI_1938,2000-01,3514.1
LKI_1938,2000-02,3537.9
LKI_1938,2000-03,3548.0
LKI_1938,2000-04,3544.6
LKI_1938,2000-05,3548.0
LKI_1938,2000-06,3575.2
LKI_1938,2000-07,3578.6
LKI_1938,2000-08,3578.6
LKI_1938,2000-09,3588.7
LKI_1938,2000-10,3595.5
LKI_1938,2000-11,3609.1
LKI_1938,2000-12,3615.9
LKI_1938,2001-01,3623.0
LKI_1938,2001-02,3633.8
LKI_1938,2001-03,3640.9
LKI_1938,2001-04,3658.7
LKI_1938,2001-05,3665.9
LKI_1938,2001-06,3673.0
LKI_1938,2001-07,3676.6
LKI_1938,2001-08,3669.4
LKI_1938,2001-09,3680.2
LKI_1938,2001-10,3683.7
LKI_1938,2001-11,3680.2
LKI_1938,2001-12,3687.3
LKI_1938,2002-01,3698.0
LKI_1938,2002-02,3701.6
LKI_1938,2002-03,3708.7
LKI_1938,2002-04,3723.0
LKI_1938,2002-05,3733.7
LKI_1938,2002-06,3737.3
LKI_1938,2002-07,3733.7
LKI_1938,2002-08,3740.8
LKI_1938,2002-09,3740.8
LKI_1938,2002-10,3748.0
LKI_1938,2002-11,3744.4
LKI_1938,2002-12,3755.1
LKI_1938,2003-01,3762.3
LKI_1938,2003-02,3765.8
LKI_1938,2003-03,3776.5
LKI_1938,2003-04,3773.0
LKI_1938,2003-05,3773.0
LKI_1938,2003-06,3780.1
LKI_1938,2003-07,3776.5
LKI_1938,2003-08,3787.2
LKI_1938,2003-09,3794.4
LKI_1938,2003-10,3787.2
LKI_1938,2003-11,3794.4
LKI_1938,2003-12,3801.5
LKI_1938,2004-01,3805.1
LKI_1938,2004-02,3819.4
LKI_1938,2004-03,3833.6
LKI_1938,2004-04,3833.6
LKI_1938,2004-05,3851.5
LKI_1938,2004-06,3865.8
LKI_1938,2004-07,3858.6
LKI_1938,2004-08,3872.9
LKI_1938,2004-09,3872.9
LKI_1938,2004-10,3887.2
LKI_1938,2004-11,3894.3
LKI_1938,2004-12,3912.2
LKI_1938,2005-01,3915.7
LKI_1938,2005-02,3926.5
LKI_1938,2005-03,3944.3
LKI_1938,2005-04,3933.6
LKI_1938,2005-05,3940.7
LKI_1938,2005-06,3955.0
LKI_1938,2005-07,3944.3
LKI_1938,2005-08,3951.4
LKI_1938,2005-09,3965.7
LKI_1938,2005-10,3965.7
LKI_1938,2005-11,3958.6
LKI_1938,2005-12,3972.9
LKI_1938,2006-01,3963.7
LKI_1938,2006-02,3975.5
LKI_1938,2006-03,3987.4
LKI_1938,2006-04,4007.1
LKI_1938,2006-05,4011.1
LKI_1938,2006-06,4015.0
LKI_1938,2006-07,4011.1
LKI_1938,2006-08,4022.9
LKI_1938,2006-09,4015.0
LKI_1938,2006-10,4011.1
LKI_1938,2006-11,4015.0
LKI_1938,2006-12,4026.9
LKI_1938,2007-01,4026.9
LKI_1938,2007-02,4038.7
LKI_1938,2007-03,4058.4
LKI_1938,2007-04,4078.2
LKI_1938,2007-05,4090.0
LKI_1938,2007-06,4094.0
LKI_1938,2007-07,4094.0
LKI_1938,2007-08,4090.0
LKI_1938,2007-09,4097.9
LKI_1938,2007-10,4121.6
LKI_1938,2007-11,4141.3
LKI_1938,2007-12,4172.9
LKI_1938,2008-01,4157.1
LKI_1938,2008-02,4169.0
LKI_1938,2008-03,4200.6
LKI_1938,2008-04,4212.4
LKI_1938,2008-05,4240.0
LKI_1938,2008-06,4251.9
LKI_1938,2008-07,4247.9
LKI_1938,2008-08,4240.0
LKI_1938,2008-09,4251.9
LKI_1938,2008-10,4247.9
LKI_1938,2008-11,4236.1
LKI_1938,2008-12,4228.2
LKI_1938,2009-01,4208.5
LKI_1938,2009-02,4224.3
LKI_1938,2009-03,4232.1
LKI_1938,2009-04,4240.0
LKI_1938,2009-05,4251.9
LKI_1938,2009-06,4247.9
LKI_1938,2009-07,4236.1
LKI_1938,2009-08,4251.9
LKI_1938,2009-09,4255.8
LKI_1938,2009-10,4255.8
LKI_1938,2009-11,4263.7
LKI_1938,2009-12,4271.6
LKI_1938,2010-01,4259.8
LKI_1938,2010-02,4267.7
LKI_1938,2010-03,4315.1
LKI_1938,2010-04,4326.9
LKI_1938,2010-05,4330.8
LKI_1938,2010-06,4330.8
LKI_1938,2010-07,4315.1
LKI_1938,2010-08,4323.0
LKI_1938,2010-09,4334.8
LKI_1938,2010-10,4346.6
LKI_1938,2010-11,4342.7
LKI_1938,2010-12,4370.3
LKI_1938,2011-01,4365.2
LKI_1938,2011-02,4395.5
LKI_1938,2011-03,4447.3
LKI_1938,2011-04,4468.9
LKI_1938,2011-05,4473.3
LKI_1938,2011-06,4473.3
LKI_1938,2011-07,4464.6
LKI_1938,2011-08,4473.3
LKI_1938,2011-09,4490.6
LKI_1938,2011-10,4494.9
LKI_1938,2011-11,4499.2
LKI_1938,2011-12,4507.8
LKI_1938,2012-01,4486.2
LKI_1938,2012-02,4507.8
LKI_1938,2012-03,4555.4
LKI_1938,2012-04,4572.7
LKI_1938,2012-05,4568.4
LKI_1938,2012-06,4572.7
LKI_1938,2012-07,4559.7
LKI_1938,2012-08,4572.7
LKI_1938,2012-09,4611.6
LKI_1938,2012-10,4620.2
LKI_1938,2012-11,4624.5
LKI_1938,2012-12,4633.2
LKI_1938,2013-01,4607.3
LKI_1938,2013-02,4620.2
LKI_1938,2013-03,4659.1
LKI_1938,2013-04,4663.4
LKI_1938,2013-05,4672.1
LKI_1938,2013-06,4672.1
LKI_1938,2013-07,4650.5
LKI_1938,2013-08,4654.8
LKI_1938,2013-09,4689.4
LKI_1938,2013-10,4685.0
LKI_1938,2013-11,4689.4
LKI_1938,2013-12,4719.6
LKI_1938,2014-01,4680.7
LKI_1938,2014-02,4689.4
LKI_1938,2014-03,4736.9
LKI_1938,2014-04,4741.2
LKI_1938,2014-05,4754.2
LKI_1938,2014-06,4758.5
LKI_1938,2014-07,4732.6
LKI_1938,2014-08,4732.6
LKI_1938,2014-09,4762.8
LKI_1938,2014-10,4758.5
LKI_1938,2014-11,4767.2
LKI_1938,2014-12,4767.2
LKI_1938,2015-01,4715.3
LKI_1938,2015-02,4728.3
LKI_1938,2015-03,4784.5
LKI_1938,2015-04,4788.8
LKI_1938,2015-05,4801.7
LKI_1938,2015-06,4806.1
LKI_1938,2015-07,4788.8
LKI_1938,2015-08,4780.1
LKI_1938,2015-09,4797.4
LKI_1938,2015-10,4793.1
LKI_1938,2015-11,4797.4
LKI_1938,2015-12,4814.7
LKI_1938,2016-01,4773.4
LKI_1938,2016-02,4778.2
LKI_1938,2016-03,4816.5
LKI_1938,2016-04,4816.5
LKI_1938,2016-05,4830.8
LKI_1938,2016-06,4835.6
LKI_1938,2016-07,4816.5
LKI_1938,2016-08,4806.9
LKI_1938,2016-09,4840.4
LKI_1938,2016-10,4854.7
LKI_1938,2016-11,4859.5
LKI_1938,2016-12,4883.4
LKI_1938,2017-01,4869.1
LKI_1938,2017-02,4883.4
LKI_1938,2017-03,4907.4
LKI_1938,2017-04,4916.9
LKI_1938,2017-05,4921.7
LKI_1938,2017-06,4926.5
LKI_1938,2017-07,4912.1
LKI_1938,2017-08,4907.4
LKI_1938,2017-09,4955.2
LKI_1938,2017-10,4960.0
LKI_1938,2017-11,4969.5
LKI_1938,2017-12,4988.7
LKI_1938,2018-01,4955.2
LKI_1938,2018-02,4969.5
LKI_1938,2018-03,4998.2
LKI_1938,2018-04,5007.8
LKI_1938,2018-05,5017.4
LKI_1938,2018-06,5026.9
LKI_1938,2018-07,5017.4
LKI_1938,2018-08,5017.4
LKI_1938,2018-09,5055.6
LKI_1938,2018-10,5070.0
LKI_1938,2018-11,5079.5
LKI_1938,2018-12,5084.3
